(ompn) nightless@nightless-computer:~/Desktop/ompn$ ./tune_task_compile.sh 
Running study for task: wsws_static_symbolic
No study file found. Starting a new study.
[I 2025-05-23 20:40:20,746] A new study created in memory with name: no-name-3485e4fb-dea6-4972-9fe7-44e1a7e07d53
Task: wsws_static_symbolic
State size: 1087
Action size: 17
Max segments: 4
Skills: 2
[I 2025-05-23 20:44:09,558] Trial 0 finished with value: 0.37148 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.1, 'compile_batch_size': 128, 'compile_beta_z': 0.1, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 64}. Best is trial 0 with value: 0.37148.
[I 2025-05-26 10:14:51,425] Trial 41 finished with value: 0.52566 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:15:21,095] Trial 42 finished with value: 0.47506 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:15:50,871] Trial 43 finished with value: 0.50166 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:16:20,562] Trial 44 finished with value: 0.5137200000000001 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:16:50,095] Trial 45 finished with value: 0.29306000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 15, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:17:19,736] Trial 46 finished with value: 0.4976400000000001 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:17:49,496] Trial 47 finished with value: 0.49386 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 1.0, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:19:21,383] Trial 48 finished with value: 0.52964 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:20:53,297] Trial 49 finished with value: 0.44776000000000005 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.5, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:35:29,915] Trial 50 finished with value: 0.4809 and parameters: {'compile_train_steps': 5000, 'compile_lr': 0.001, 'compile_batch_size': 256, 'compile_beta_z': 0.5, 'compile_beta_b': 1.0, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:37:01,779] Trial 51 finished with value: 0.46614000000000005 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:38:33,671] Trial 52 finished with value: 0.46868000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:39:18,056] Trial 53 finished with value: 0.46908000000000005 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 128}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:39:47,588] Trial 54 finished with value: 0.51058 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:41:19,484] Trial 55 finished with value: 0.46180000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:43:57,083] Trial 56 finished with value: 0.39842000000000005 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:44:41,070] Trial 57 finished with value: 0.38756 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 256, 'compile_beta_z': 0.1, 'compile_beta_b': 0.1, 'compile_prior_rate': 15, 'hidden_size': 128}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:46:57,827] Trial 58 finished with value: 0.4847000000000001 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 512}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:47:27,523] Trial 59 finished with value: 0.5316400000000001 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:47:57,083] Trial 60 finished with value: 0.37736000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:48:26,840] Trial 61 finished with value: 0.47842000000000007 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:48:56,563] Trial 62 finished with value: 0.52932 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:49:26,243] Trial 63 finished with value: 0.51198 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:49:56,015] Trial 64 finished with value: 0.54956 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:50:25,690] Trial 65 finished with value: 0.44704 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:51:10,322] Trial 66 finished with value: 0.44144000000000005 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 1.0, 'compile_beta_b': 0.5, 'compile_prior_rate': 3, 'hidden_size': 128}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 10:59:57,769] Trial 67 finished with value: 0.45668000000000003 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 256, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 11:04:16,875] Trial 68 finished with value: 0.37642000000000003 and parameters: {'compile_train_steps': 5000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 15, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 11:04:38,751] Trial 69 finished with value: 0.49682000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 11:05:22,625] Trial 70 finished with value: 0.41956000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.1, 'compile_prior_rate': 10, 'hidden_size': 128}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 11:05:52,294] Trial 71 finished with value: 0.5186400000000001 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 25 with value: 0.5500600000000001.
[I 2025-05-26 11:06:22,067] Trial 72 finished with value: 0.55948 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:06:51,688] Trial 73 finished with value: 0.47526 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:07:21,412] Trial 74 finished with value: 0.51082 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:07:51,125] Trial 75 finished with value: 0.51146 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.1, 'compile_beta_b': 1.0, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:08:20,848] Trial 76 finished with value: 0.47772000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:11:59,867] Trial 77 finished with value: 0.47340000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 512}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:12:29,496] Trial 78 finished with value: 0.49784 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:21:20,874] Trial 79 finished with value: 0.4627 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 1.0, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:21:50,609] Trial 80 finished with value: 0.46290000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.5, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:22:20,297] Trial 81 finished with value: 0.5572 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:22:49,992] Trial 82 finished with value: 0.47706000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:23:19,718] Trial 83 finished with value: 0.4872 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:23:49,339] Trial 84 finished with value: 0.49036 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:28:11,400] Trial 85 finished with value: 0.44422000000000006 and parameters: {'compile_train_steps': 5000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:28:38,345] Trial 86 finished with value: 0.45682000000000006 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 128}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:29:08,057] Trial 87 finished with value: 0.51258 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:29:37,674] Trial 88 finished with value: 0.29454 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 15, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:31:09,619] Trial 89 finished with value: 0.41716000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 1.0, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:34:48,700] Trial 90 finished with value: 0.44430000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.1, 'compile_beta_b': 0.1, 'compile_prior_rate': 3, 'hidden_size': 512}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:35:18,342] Trial 91 finished with value: 0.49724 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:35:48,177] Trial 92 finished with value: 0.42338000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:36:17,833] Trial 93 finished with value: 0.47392 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:36:47,585] Trial 94 finished with value: 0.4891400000000001 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:37:17,285] Trial 95 finished with value: 0.46508000000000005 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:38:01,877] Trial 96 finished with value: 0.44914000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 128}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:38:31,592] Trial 97 finished with value: 0.5419 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:39:01,307] Trial 98 finished with value: 0.51488 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:53:38,579] Trial 99 finished with value: 0.48522000000000004 and parameters: {'compile_train_steps': 5000, 'compile_lr': 0.001, 'compile_batch_size': 256, 'compile_beta_z': 1.0, 'compile_beta_b': 0.5, 'compile_prior_rate': 3, 'hidden_size': 256}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:56:16,363] Trial 100 finished with value: 0.53188 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 11:58:54,939] Trial 101 finished with value: 0.55174 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 12:01:33,279] Trial 102 finished with value: 0.48698 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 72 with value: 0.55948.
[I 2025-05-26 12:04:11,714] Trial 103 finished with value: 0.5654 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:06:49,830] Trial 104 finished with value: 0.54476 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:09:28,210] Trial 105 finished with value: 0.5410200000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:11:15,119] Trial 106 finished with value: 0.5040800000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:13:52,963] Trial 107 finished with value: 0.49716 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:16:31,303] Trial 108 finished with value: 0.36582 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 15, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:19:09,547] Trial 109 finished with value: 0.47600000000000003 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.01, 'compile_beta_b': 1.0, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:21:47,142] Trial 110 finished with value: 0.5558799999999999 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:24:24,628] Trial 111 finished with value: 0.55662 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:27:03,177] Trial 112 finished with value: 0.5603400000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:29:40,970] Trial 113 finished with value: 0.5361 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:32:19,246] Trial 114 finished with value: 0.48260000000000003 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:34:59,009] Trial 115 finished with value: 0.47094 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:37:37,380] Trial 116 finished with value: 0.52658 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:40:16,550] Trial 117 finished with value: 0.39820000000000005 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.1, 'compile_beta_b': 0.1, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:42:55,155] Trial 118 finished with value: 0.51844 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:45:33,639] Trial 119 finished with value: 0.51088 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:48:11,724] Trial 120 finished with value: 0.53164 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:50:49,749] Trial 121 finished with value: 0.50758 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:53:28,060] Trial 122 finished with value: 0.55988 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:56:06,125] Trial 123 finished with value: 0.53322 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 12:58:44,993] Trial 124 finished with value: 0.5459400000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:01:23,128] Trial 125 finished with value: 0.5481600000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:04:00,182] Trial 126 finished with value: 0.54982 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
